index,sample_id,possible_answers,query_type,query,answer,image_name
20381262,20381262,The piece of furniture is a desk.,"15-chair_above,s",What kind of furniture is above the chair?,desk,n398257.jpg
2091081,2091081,The tire is small.,10q-tire_size,What is the size of the tire?,small,n565418.jpg
202162196,202162196,The bag is small.,10q-bag_size,How big is the black bag?,small,n69237.jpg
20302852,20302852,The fence is made of metal.,10q-fence_material,What is the fence made of?,metal,n318684.jpg
201370353,201370353,"Yes, the tape is green.",06-tape_green,Is the tape green?,yes,n351318.jpg
201822267,201822267,The decoration is sitting on the shelf.,"14-shelf_sitting on,s",What is sitting on the shelf?,decoration,n417401.jpg
201982538,201982538,The mirror is huge.,10q-mirror_size,How big is this mirror?,huge,n526228.jpg
20631545,20631545,The crowd is watching the batter.,"14-batter_watching,s",Who is watching the batter?,crowd,n570181.jpg
20491939,20491939,The animal is a bear.,"15-sky_looking at,s",What kind of animal is looking at the sky?,bear,n335542.jpg
20631547,20631547,The crowd is watching the batter.,"14-crowd_watching,o",Who is the crowd watching?,batter,n570181.jpg
20631541,20631541,"No, the crowd is sitting.",06-crowd_walking,Does the crowd appear to be walking?,no,n570181.jpg
2075839,2075839,The airplane is made of metal.,10q-airplane_material,What is the small airplane made of?,metal,n315859.jpg
20169837,20169837,The shirt is blue.,10q-shirt_color,What color is the shirt?,blue,n58220.jpg
20341202,20341202,"Yes, there is a painting on the front of the school.",13-school_painting,Are there paintings on the front of the school in the image?,yes,n346247.jpg
202240220,202240220,The girl stands next to the shirt.,"14-shirt_standing next to,s",Who stands next to the shirt that looks blue and white?,girl,n148872.jpg
20645657,20645657,"Yes, there is a toilet paper on the wall.",13-wall_toilet paper,Are there toilet papers on the wall?,yes,n98544.jpg
202122064,202122064,The appliance is a refrigerator.,"15-countertop_in front of,s",What appliance is in front of the countertop?,refrigerator,n140421.jpg
201153614,201153614,The animal is a giraffe.,"15-man_looking down at,s",What is the animal that is looking down at the young person called?,giraffe,n160664.jpg
201763583,201763583,The piece of furniture is a nightstand.,"14-mirror_same shape,_",What is the name of the item of furniture that is the same shape as the mirror?,nightstand,n246334.jpg
20247182,20247182,The skirt is dark.,10q-skirt_color,What is the color of the skirt that the woman is wearing?,dark,n223750.jpg
202122060,202122060,The fridge is to the right of the table.,13-table_refrigerator,Is the large appliance to the right or to the left of the glass table?,right,n140421.jpg
202122062,202122062,The fridge is in front of the countertop.,"14-countertop_in front of,s",What is in front of the countertop?,refrigerator,n140421.jpg
20903094,20903094,The person is wearing a shirt.,"14-person_wearing,o",What is the person near the van wearing?,shirt,n411121.jpg
201763589,201763589,"No, the telephone is black and the pillow is white.",09same-phone_pillow,Do the telephone and the pillow have the same color?,no,n246334.jpg
202080923,202080923,"No, the switch is made of plastic and the house is made of wood.",09same-house_light switch,Are both the switch and the house made of the same material?,no,n314630.jpg
202080920,202080920,"No, the light switch is made of plastic and the toaster is made of metal.",09same-light switch_toaster,Is the light switch made of the same material as the toaster?,no,n314630.jpg
202080921,202080921,"No, the wine bottle is made of glass and the house is made of wood.",09same-house_wine bottle,Is the wine bottle made of the same material as the house?,no,n314630.jpg
202080927,202080927,"No, there are no cabinets or stoves.",09existOr-cabinet_stove,Are there any cabinets or stoves?,no,n314630.jpg
201336960,201336960,"No, the man is using a skateboard.",13-man_laptop,Is the bald person using a laptop?,no,n329479.jpg
201535825,201535825,"No, the woman wears a hat.",13-woman_dress,Does she wear a dress?,no,n272098.jpg
201527959,201527959,The girl is sitting.,10q-girl_pose,What is the girl doing?,sitting,n118102.jpg
201535821,201535821,The woman wears a hat.,"14-hat_wearing,s",Who wears the hat?,woman,n272098.jpg
201535820,201535820,The woman wears a hat.,"14-hat_wearing,s",Who wears a hat?,woman,n272098.jpg
20891306,20891306,The sign is on top of the window.,"14-window_on top of,s",What is located on top of the window?,sign,n347706.jpg
20411599,20411599,The lid is purple.,10q-lid_color,What color is the lid that looks little?,purple,n363445.jpg
20652412,20652412,"No, the woman is brunette but tall.",05-brunette_short,Is the woman behind the cars brunette and short?,no,n400036.jpg
201752847,201752847,"No, the shirt is regular but short.",05-long_regular,Is the shirt regular and long?,no,n262929.jpg
202169031,202169031,"No, the street is made of cement and the bench is made of wood.",09same-bench_street,Is the street made of the same material as the bench?,no,n451187.jpg
201574270,201574270,The traffic light is black.,10q-traffic light_color,What is the color of the traffic light that is not short?,black,n116329.jpg
20810814,20810814,The tree is standing on the rug.,"14-rug_standing on,s",What is standing on the rug that is to the left of the dog?,tree,n167552.jpg
20810815,20810815,The tree is standing on the rug.,"14-rug_standing on,s",What is standing on the rug?,tree,n167552.jpg
202133606,202133606,"No, there is a skateboard above the skate park.",13-skate park_bicycle,Are there bicycles above the skatepark the person is standing on?,no,n412144.jpg
20810817,20810817,The tree is standing on the rug.,"14-tree_standing on,o",What is the large tree standing on?,rug,n167552.jpg
20491689,20491689,"Yes, the ground is covered and dry.",05-covered_dry,Does the ground look covered and dry?,yes,n335542.jpg
202125948,202125948,"No, the shirt is blue but short sleeved.",05-blue_long sleeved,Does the shirt appear to be long sleeved and blue?,no,n573460.jpg
201479427,201479427,The bread is cut.,12c-food_cut,"Which kind of food is cut, the bread or the orange?",bread,n181210.jpg
201479420,201479420,The food is a bread.,11q-baked good,What kind of baked good is it?,bread,n181210.jpg
2066076,2066076,"Yes, the man is old.",06-man_old,Is the man old?,yes,n356822.jpg
202173885,202173885,"No, the painting is green and the window is white.",09same-painting_window,Are both the painting and the window the same color?,no,n398429.jpg
201206870,201206870,The bowl has black color.,10q-bowl_color,What color does the round bowl that is sitting on the papers have?,black,n222915.jpg
202060120,202060120,The piece of furniture is a couch.,"15-dog_behind,s",Which kind of furniture is behind the dog?,couch,n14087.jpg
20169749,20169749,The hat is green.,10q-hat_color,Which color is the hat that the man is wearing?,green,n58220.jpg
202173883,202173883,"Yes, the coffee machine is black and the window is white.",09diff-coffee maker_window,Is the color of the coffee machine different than the window?,yes,n398429.jpg
201307350,201307350,The person is in front of the sky.,"14-person_in front of,o",What is the person in front of?,sky,n161313.jpg
201303302,201303302,The man is standing.,10q-man_pose,What is the man doing?,standing,n518912.jpg
202223209,202223209,"No, the man is wearing shoes.",13-man_jeans,Is the person in front of the crowd wearing jeans?,no,n257997.jpg
201467553,201467553,"Yes, the chair is resting.",06-chair_resting,Is the chair resting?,yes,n295771.jpg
201467552,201467552,The chair is on the left of the image.,10q-chair_hposition,Which side is the chair on?,left,n295771.jpg
20461905,20461905,The sign is on the snow.,"14-sign_on,o",Where is the sign?,snow,n571179.jpg
201982989,201982989,The coffee table is in front of the man.,"14-man_in front of,s",What is in front of the man that looks happy?,coffee table,n526228.jpg
201510496,201510496,The knife is on the tray.,"14-knife_on,o",What's the knife on?,tray,n541854.jpg
201510495,201510495,The knife is on the tray.,"14-knife_on,o",What is the knife on?,tray,n541854.jpg
20541172,20541172,The handbag is dotted.,10q-handbag_pattern,The bag she is holding has what pattern?,dotted,n527290.jpg
20461909,20461909,"Yes, there are both a hat and gloves.",09existAnd-gloves_hat,Do you see both gloves and hats in this picture?,yes,n571179.jpg
20853982,20853982,The soccer player is jumping on the soccer ball.,"14-soccer ball_jumping on,s",Who is jumping on the soccer ball that looks little?,soccer player,n275857.jpg
20637271,20637271,"No, there is a pan but it is silver.",04-pan_black,Is there either a black kettle or pan in the photo?,no,n184385.jpg
201757655,201757655,"Yes, there is a paper cup.",04-cup_paper,Are there paper cups or plates?,yes,n4777.jpg
20637262,20637262,The pan is silver.,10q-pan_color,What color is the cooking utensil in the top of the image?,silver,n184385.jpg
20692472,20692472,The cabinet is brown.,10q-cabinet_color,The cabinet behind the rug is what color?,brown,n499081.jpg
20307045,20307045,The laptop is sitting on top of the chair.,"14-chair_sitting on top of,s",What is sitting on top of the chair?,laptop,n554880.jpg
20692477,20692477,"No, there is a cabinet but it is brown.",04-cabinet_white,Are there either white cabinets or beds?,no,n499081.jpg
201030677,201030677,That is a pillow.,08oc-blanket_pillow,Is that a blanket or a pillow?,pillow,n54424.jpg
201511019,201511019,"No, there are no balls or helmets.",09existOr-ball_helmet,Are there either any balls or helmets in this scene?,no,n575770.jpg
201996575,201996575,The device is on the left of the image.,10c-device_hposition,Is the device on the right side or on the left of the image?,left,n250715.jpg
201497639,201497639,"No, the water bottle is blue and the CD is white.",09same-cd_water bottle,Do the water bottle and the CD have the same color?,no,n315887.jpg
201061171,201061171,The boy is kicking the soccer ball.,"14-soccer ball_kicking,s",Who is kicking the soccer ball?,boy,n25275.jpg
201061170,201061170,The boy is kicking the soccer ball.,"14-soccer ball_kicking,s",Who is kicking the soccer ball that looks round?,boy,n25275.jpg
2046625,2046625,"Yes, the glass is small.",06-glass_small,Is the glass small?,yes,n71728.jpg
201080460,201080460,The pitcher is wearing a shirt.,"14-shirt_wearing,s",What is wearing a shirt?,pitcher,n154160.jpg
201080461,201080461,"Yes, the pitcher is wearing a shirt.",13-pitcher_shirt,Is the pitcher wearing a shirt?,yes,n154160.jpg
201080463,201080463,The pitcher is wearing a glove.,"14-glove_wearing,s",What is wearing a glove?,pitcher,n154160.jpg
201080464,201080464,The pitcher is wearing a glove.,"14-glove_wearing,s",What is wearing the glove?,pitcher,n154160.jpg
20414613,20414613,The skate park is in front of the trees.,"14-skate park_in front of,o",What is the skate park in front of?,trees,n16936.jpg
20414610,20414610,The skatepark is in front of the trees.,"14-trees_in front of,s",What is in front of the trees that are not short?,skate park,n16936.jpg
20414611,20414611,The skatepark is in front of the trees.,"14-trees_in front of,s",What is in front of the trees?,skate park,n16936.jpg
201770978,201770978,The toothpaste is inside the mug.,"14-toothpaste_inside,o",What is the toothpaste inside of?,mug,n310625.jpg
20508186,20508186,"No, the blinds are black.",06-blinds_white,Do the blinds look white?,no,n511913.jpg
202257249,202257249,"Yes, the cyclist is riding.",04-cyclist_riding,Are there cyclists or men that are riding?,yes,n92308.jpg
20508180,20508180,"No, the blinds are black but large.",05-black_small,Do the blinds look small and black?,no,n511913.jpg
201571275,201571275,"No, the box is tan but small.",05-large_tan,Is the box tan and large?,no,n382416.jpg
2059442,2059442,"No, the wall is made of wood and the baseball bat is made of metal.",09same-baseball bat_wall,Are the wall and the baseball bat made of the same material?,no,n130638.jpg
2059441,2059441,"No, it is outdoors.",01-location_indoors,Is it indoors?,no,n130638.jpg
201548879,201548879,"No, the shirt is gray but large.",05-gray_small,Does the shirt appear to be gray and small?,no,n314171.jpg
202082273,202082273,The keyboard is connected to the laptop.,"14-laptop_connected to,s",What is connected to the laptop?,keyboard,n433692.jpg
2093905,2093905,The giraffe is in the grass.,"14-grass_in,s",What animal is in the grass?,giraffe,n450919.jpg
20896656,20896656,The appliance is an oven.,"15-container_to the right of,s",What appliance is to the right of the container?,oven,n548534.jpg
2093906,2093906,The animal is a giraffe.,"15-grass_in,s",What is the name of the animal that is in the grass?,giraffe,n450919.jpg
20287603,20287603,"No, the batter is waiting.",06-batter_playing,Is that batter playing?,no,n317260.jpg
20567751,20567751,The beach is light brown.,10q-beach_color,Which color is the beach the man is standing on top of?,light brown,n414992.jpg
20317250,20317250,The appliance is a toaster.,"15-microwave_below,s",What is the appliance below the microwave?,toaster,n350766.jpg
20896309,20896309,"Yes, the container is to the left of the oven.",13-container_oven,Is the container to the left of the appliance next to the countertop?,yes,n548534.jpg
201152969,201152969,"Yes, both the fence and the post are made of wood.",09same-fence_post,Is the fence made of the same material as the post?,yes,n160664.jpg
20317255,20317255,The appliance is a toaster.,"15-microwave_below,s",What appliance is below the microwave?,toaster,n350766.jpg
20911183,20911183,"Yes, it is a city.",01-place_city,Could this place be a city?,yes,n217003.jpg
201156274,201156274,The boy is wearing a helmet.,"14-helmet_wearing,s",Who is wearing the helmet?,boy,n146522.jpg
201998222,201998222,"No, the statue is small.",06-statue_large,Is the statue large?,no,n319845.jpg
20911181,20911181,It is a city.,02q-place,Which place is it?,city,n217003.jpg
201156273,201156273,The boy is wearing a helmet.,"14-helmet_wearing,s",Who is wearing a helmet?,boy,n146522.jpg
202121639,202121639,The chairs are surrounding the table.,"15-chairs_surrounding,o",Which kind of furniture are the chairs surrounding?,table,n140421.jpg
20434789,20434789,The chair is in the restaurant.,"14-chair_in,o",Where is that chair?,restaurant,n431447.jpg
201156279,201156279,The boy is wearing trousers.,"14-pants_wearing,s",Who is wearing trousers?,boy,n146522.jpg
201111151,201111151,The furniture is a table.,12q-furniture_brown,What kind of furniture is brown?,table,n546616.jpg
201109135,201109135,It is a street.,02q-place,Which place is it?,street,n167164.jpg
202156847,202156847,The elephants are standing.,10q-elephants_pose,What are the elephants doing?,standing,n543966.jpg
20518667,20518667,The trash can is short.,10q-trash can_height,How tall is the garbage bin that is on the floor?,short,n141939.jpg
202023275,202023275,The piece of furniture is a closet.,12q-furniture_closed,What piece of furniture is closed?,closet,n95313.jpg
202023277,202023277,The chair is not closed.,12c-furniture_n#closed,"What kind of furniture is not closed, the chair or the closet?",chair,n95313.jpg
20508456,20508456,"No, the man is happy but old.",05-happy_young,Is the person that is to the right of the blinds happy and young?,no,n511913.jpg
20901933,20901933,The umbrella is to the right of the man.,13-man_umbrella,Is the wet umbrella to the right or to the left of the man that is on the left?,right,n28792.jpg
201430925,201430925,The furniture is a cabinet.,12q-furniture_white,Which kind of furniture is white?,cabinet,n206785.jpg
201068200,201068200,"No, the woman is asian.",06-woman_caucasian,Does the woman look Caucasian?,no,n159802.jpg
201873149,201873149,The bridge is behind the fire truck.,"15-bridge_behind,o",Which kind of vehicle is the bridge behind of?,fire truck,n309148.jpg
201981982,201981982,"No, both the skateboard and the frame are black.",09diff-frame_skateboard,Does the skateboard have a different color than the frame?,no,n526228.jpg
20740912,20740912,"No, the tie is colorful but thin.",05-colorful_thick,Is the tie thick and colorful?,no,n23762.jpg
202121885,202121885,The floor is made of granite.,10c-floor_material,"Which material makes up the floor, granite or stone?",granite,n140421.jpg
20412471,20412471,The flowers are white.,10c-flowers_color,"How do the flowers in the vase look like, purple or white?",white,n445353.jpg
201438506,201438506,"Yes, the catcher is on the left of the image.",06-catcher_left,Is the catcher on the left side?,yes,n66756.jpg
201997912,201997912,The table is small.,10q-table_size,How big is the table behind the person?,small,n319845.jpg
20482509,20482509,The woman is holding the tennis racket.,"14-woman_holding,o",What is she holding?,racket,n195249.jpg
20709919,20709919,The woman is in front of the car.,"14-car_in front of,s",Who is in front of the car in the picture?,woman,n24526.jpg
201758331,201758331,The chair is in front of the table.,"14-table_in front of,s",What is in front of the table that is to the left of the stroller?,chair,n4777.jpg
202102817,202102817,The microwave is silver.,10q-microwave_color,What is the color of the kitchen appliance?,silver,n386682.jpg
201920474,201920474,"No, the person is running.",06-person_standing,Does the person to the right of the frisbee seem to be standing?,no,n187544.jpg
20746540,20746540,"No, the wildflowers are white.",06-wildflowers_purple,Are the wildflowers purple?,no,n477215.jpg
202147896,202147896,The athlete is playing.,playing,Who is playing?,athlete,n194179.jpg
201759069,201759069,"No, the window is made of glass and the light fixture is made of metal.",09same-light fixture_window,Are both the window and the light fixture made of the same material?,no,n150962.jpg
201759067,201759067,"No, the chair is made of wood and the light fixture is made of metal.",09same-chair_light fixture,Are both the chair and the light fixture made of the same material?,no,n150962.jpg
201765896,201765896,The surfer is wearing shorts.,"14-shorts_wearing,s",Who is wearing the shorts?,surfer,n488874.jpg
201887317,201887317,"No, the basket is brown but rectangular.",05-brown_round,Does the basket look round and brown?,no,n429961.jpg
20480614,20480614,The device is a computer.,12q-device_electronic,Which kind of device is electronic?,computer,n520071.jpg
20818733,20818733,The batter is standing near the catcher.,"14-catcher_standing near,s",Who is standing near the person that is on top of the dirt?,batter,n279581.jpg
20818734,20818734,The batter is standing near the catcher.,"14-catcher_standing near,s",Who is standing near the catcher?,batter,n279581.jpg
201739089,201739089,"Yes, the baseball is dense.",06-baseball_dense,Do you think that baseball is dense?,yes,n485969.jpg
20480618,20480618,The device is a radio.,12q-device_n#electronic,What device is not electronic?,radio,n520071.jpg
201528132,201528132,"Yes, the stove is tall and white.",05-tall_white,Is the stove behind the table both tall and white?,yes,n118102.jpg
201528130,201528130,The appliance is a stove.,12q-appliance_white,What kind of appliance is white?,stove,n118102.jpg
201556828,201556828,The laptop is large.,10q-laptop_size,Of what size is the device the picture is to the left of?,large,n525901.jpg
201920448,201920448,"No, the shirt is long sleeved but red.",05-long sleeved_white,Is the shirt both white and long sleeved?,no,n187544.jpg
201866724,201866724,"No, the baby is beautiful.",06-baby_ugly,Does the baby on the bicycle look ugly?,no,n211324.jpg
201883205,201883205,"No, the bed is to the left of the desk.",13-desk_bed,Are there beds to the right of the desk?,no,n125122.jpg
201947563,201947563,"Yes, the counter top is hard and white.",05-hard_white,Is the counter top both hard and white?,yes,n473688.jpg
201947562,201947562,The countertop is white.,10c-countertop_color,Is the countertop green or white?,white,n473688.jpg
20536288,20536288,The animal is a bison.,"15-sky_below,s",What is the animal below the sky?,bison,n410476.jpg
20536289,20536289,The animal is a bison.,"15-sky_below,s",Which kind of animal is below the sky?,bison,n410476.jpg
201185955,201185955,The ground has brown color.,10q-ground_color,Which color does the ground have?,brown,n494918.jpg
201185951,201185951,"Yes, the ground is brown and rocky.",05-brown_rocky,Does the ground look brown and rocky?,yes,n494918.jpg
201434061,201434061,"Yes, the watch is narrow.",06-watch_narrow,Does the watch look narrow?,yes,n545516.jpg
20245858,20245858,"Yes, the light fixture is in front of the fence.",13-light fixture_fence,Is the light fixture in front of the black fence?,yes,n489190.jpg
201264276,201264276,The vehicle is a bus.,"15-building_parked near,s",What is the vehicle that is parked near the building made of brick?,bus,n357126.jpg
2044701,2044701,"Yes, there is a woman near the man.",13-man_woman,Do you see any women near the still man?,yes,n184551.jpg
20245856,20245856,The light fixture is in front of the fence.,"14-light fixture_in front of,o",The light fixture is in front of what?,fence,n489190.jpg
20245857,20245857,The light fixture is in front of the fence.,"14-light fixture_in front of,o",What's the light fixture in front of?,fence,n489190.jpg
201804704,201804704,The lamp is tall.,10q-lamp_height,How tall is the lamp near the vase?,tall,n51002.jpg
201987772,201987772,"Yes, the cookie is in front of the tape.",13-cookie_tape,Is the baked food in front of the tape on the wall?,yes,n470131.jpg
201987773,201987773,"Yes, there is a bottle.",03-bottle,Do you see bottles there?,yes,n470131.jpg
202246182,202246182,The piece of furniture is a computer desk.,"15-mouse pad_on,o",What is the item of furniture that the mousepad is on called?,computer desk,n310828.jpg
201873532,201873532,"No, there is a fire truck in front of the pedestrian.",13-pedestrian_tractor,Do you see a tractor in front of the pedestrian?,no,n309148.jpg
201998149,201998149,The vase is blue.,10q-vase_color,What is the color of the vase in the middle?,blue,n319845.jpg
201873536,201873536,The fire truck is in front of the bridge.,"14-bridge_in front of,s",What is in front of the bridge?,fire truck,n309148.jpg
201873537,201873537,The fire truck is in front of the bridge.,"14-bridge_in front of,s",What is before the bridge?,fire truck,n309148.jpg
201763905,201763905,The glass is large.,10q-glass_size,How big is the glass that contains doors?,large,n246334.jpg
201430986,201430986,"Yes, there is a tie.",09existOr-glasses_tie,Are there ties or glasses in this picture?,yes,n206785.jpg
201065556,201065556,"No, the tie is white.",06-tie_black,Is the tie black?,no,n429883.jpg
201947742,201947742,The faucet hangs above the sink.,"14-sink_hanging above,s",What hangs above the sink?,faucet,n473688.jpg
201947744,201947744,The faucet hangs above the sink.,"14-faucet_hanging above,o",What does the faucet hang above?,sink,n473688.jpg
202231299,202231299,The ground is made of concrete.,10q-ground_material,What is the ground made of?,concrete,n79078.jpg
20118967,20118967,"Yes, there is a woman that is walking.",04-woman_walking,Is there a woman in this photo that is walking?,yes,n540852.jpg
20887257,20887257,The animal is a dog.,12q-animal_brown,Which kind of animal is brown?,dog,n282436.jpg
20118963,20118963,"Yes, there are both a woman and glasses.",09existAnd-glasses_woman,Are there both women and glasses in the picture?,yes,n540852.jpg
201593905,201593905,"Yes, the girl is holding a racket.",13-girl_racket,Is the person that is not short holding a racket?,yes,n200907.jpg
201676278,201676278,"No, the person is happy but female.",05-happy_male,Is the person to the left of the pillow happy and male?,no,n233607.jpg
20241115,20241115,"No, the water is clean.",06-water_dirty,Do you think the water is dirty?,no,n166008.jpg
201687439,201687439,The man is holding onto the oar.,"14-man_holding onto,o",What is he holding onto?,paddle,n228268.jpg
201593902,201593902,The girl is holding the tennis racket.,"14-girl_holding,o",What is the person that is to the right of the fence holding?,racket,n200907.jpg
201593903,201593903,The girl is holding the tennis racket.,"14-girl_holding,o",What's the girl holding?,racket,n200907.jpg
202180327,202180327,The soccer player is wearing shoes.,"14-shoes_wearing,s",Who is wearing shoes?,soccer player,n380113.jpg
201687437,201687437,The man is holding onto the paddle.,"14-paddle_holding onto,s",Who is holding onto the paddle?,man,n228268.jpg
202180323,202180323,The soccer player is wearing a head band.,"14-headband_wearing,s",Who is wearing a head band?,soccer player,n380113.jpg
202180320,202180320,The soccer player is holding the soccer ball.,"14-soccer player_holding,o",What is the soccer player that is looking down holding?,soccer ball,n380113.jpg
2075629,2075629,"Yes, the tail is triangular and red.",05-red_triangular,Does the tail look triangular and red?,yes,n315859.jpg
201527564,201527564,"No, there is a cake but no tablecloths.",09existAnd-cake_tablecloth,Are there both cakes and tablecloths in this photo?,no,n118102.jpg
20416573,20416573,"Yes, there are both a chair and a table.",09existAnd-chair_table,Are there both chairs and tables in the image?,yes,n234722.jpg
201462252,201462252,"Yes, the helmet is worn on the man.",13-helmet_man,Is the helmet worn on the person to the right of the catcher?,yes,n508641.jpg
201447023,201447023,The toilet paper is on the shelf.,"14-toilet paper_on,o",What is the toilet paper on?,shelf,n54180.jpg
20645465,20645465,"Yes, the floor is clean and light.",05-clean_light,Is the gray floor clean and light?,yes,n98544.jpg
202073384,202073384,The sky is higher than the trees.,"14-trees_higher than,s",What is higher than the tall trees?,sky,n219840.jpg
20117974,20117974,The animal is an elephant.,12q-animal_large,What is the large animal?,elephant,n494677.jpg
202073386,202073386,The sky is higher than the trees.,"14-sky_higher than,o",The wide sky is higher than what?,trees,n219840.jpg
202073387,202073387,The sky is higher than the trees.,"14-sky_higher than,o",What is the sky higher than?,trees,n219840.jpg
20468554,20468554,"No, the lawn is green but long.",05-green_short,Does the lush lawn have green color and short length?,no,n171169.jpg
201759424,201759424,The door is closed.,10c-door_15,Does the door near the mat look closed or open?,closed,n150962.jpg
20786126,20786126,The woman is wearing a shoe.,"14-shoe_wearing,s",Who is wearing the shoe?,woman,n12404.jpg
201671940,201671940,"No, the bathtub is rectangular.",06-bathtub_round,Does the white bathtub look round?,no,n410289.jpg
201770973,201770973,The toothpaste is blue.,10c-toothpaste_color,"What color is the toothpaste to the left of the bottle, blue or white?",blue,n310625.jpg
20753632,20753632,"No, the sky is blue but cloudy.",05-blue_clear,Is the sky above the person clear and blue?,no,n481777.jpg
202122066,202122066,The fridge is in front of the countertop.,"14-refrigerator_in front of,o",What's the refrigerator in front of?,countertop,n140421.jpg
20609322,20609322,The fruit is a strawberry.,"15-bowl_in front of,s",What is the fruit that is in front of the bowl that is to the right of the cake called?,strawberry,n437064.jpg
20609323,20609323,The fruit is a strawberry.,"15-bowl_in front of,s",What fruit is in front of the bowl?,strawberry,n437064.jpg
20609320,20609320,The strawberry is in front of the bowl.,"14-bowl_in front of,s",What is in front of the bowl in the top of the picture?,strawberry,n437064.jpg
20609321,20609321,The strawberry is in front of the bowl.,"14-bowl_in front of,s",What's before the bowl?,strawberry,n437064.jpg
202036792,202036792,The meat is pepperoni.,"15-pizza_on,s",What kind of meat is on the pizza?,pepperoni,n200225.jpg
20609324,20609324,The strawberry is in front of the bowl.,"14-strawberry_in front of,o",What is the strawberry in front of?,bowl,n437064.jpg
20706049,20706049,The device is a keyboard.,"15-computer mouse_to the right of,s",What kind of device is to the right of the computer mouse?,keyboard,n264887.jpg
20345171,20345171,The shorts are worn on the athlete.,"14-shorts_worn on,o",Who are the shorts worn on?,athlete,n560243.jpg
20345172,20345172,"Yes, the shorts are worn on an athlete.",13-shorts_athlete,Are the black shorts worn on an athlete?,yes,n560243.jpg
201957101,201957101,The man looks at the television.,"15-man_looking at,o",Which kind of device does the man look at?,television,n536256.jpg
20706040,20706040,The device is a keyboard.,"15-desk_on top of,s",What is the device that is on top of the desk called?,keyboard,n264887.jpg
201574018,201574018,"Yes, both the tree branch and the door are made of wood.",09same-door_tree branch,Is the tree branch made of the same material as the door?,yes,n116329.jpg
20667598,20667598,"No, the coffee table is low but rectangular.",05-low_round,Is the coffee table made of wood both low and round?,no,n181355.jpg
201037326,201037326,The sidewalk is clean.,10q-sidewalk_cleanliness,How clean is the concrete sidewalk?,clean,n393305.jpg
20340524,20340524,"Yes, the patio is large.",06-patio_large,Does the patio have large size?,yes,n513100.jpg
202116854,202116854,The train is red.,10c-train_color,Is the train near the train station red or yellow?,red,n48494.jpg
202100745,202100745,The mugs are sitting on top of the stove.,"14-mugs_sitting on top of,o",What are the mugs sitting on top of?,stove,n280089.jpg
20285297,20285297,"Yes, there is a chair.",09existOr-chair_tv stand,Are there any chairs or TV stands?,yes,n192021.jpg
202100746,202100746,The appliance is a stove.,"15-mugs_sitting on top of,o",What is the appliance that the mugs are sitting on top of?,stove,n280089.jpg
201624294,201624294,"No, the spatula rests on the pan.",13-spatula_coffee pot,Does the spatula made of metal rest on a coffee pot?,no,n59676.jpg
201481571,201481571,"Yes, there is an umbrella.",09existOr-car_umbrella,Are there cars or umbrellas?,yes,n470920.jpg
201064647,201064647,"No, they are both male and female.",07same-allpeople,Are these people all the same gender?,no,n88933.jpg
201444986,201444986,The rock is sitting atop the gravel.,"14-gravel_sitting atop,s",What is sitting atop the gravel made of asphalt?,rock,n289376.jpg
201444981,201444981,The bench sits atop the lawn.,"14-bench_sitting atop,o",What does the bench made of wood sit atop?,lawn,n289376.jpg
201109451,201109451,The truck is in the bottom of the image.,10c-truck_vposition,Is the truck in the bottom part or in the top of the picture?,bottom,n167164.jpg
20794338,20794338,The mustard bottle is yellow.,10q-mustard bottle_color,What is the color of the mustard bottle?,yellow,n278453.jpg
201438579,201438579,"Yes, the catcher is wearing a glove.",13-catcher_glove,Is the catcher wearing a glove?,yes,n66756.jpg
201438578,201438578,The catcher is wearing a glove.,"14-glove_wearing,s",Who is wearing the glove?,catcher,n66756.jpg
201247311,201247311,"Yes, the carpet is beneath a side table.",13-carpet_side table,Is the carpet beneath a side table?,yes,n83784.jpg
20942173,20942173,The girl is holding the surfboard.,"14-surfboard_holding,s",Who is holding the surfboard?,girl,n137182.jpg
20794331,20794331,"No, the mustard bottle is yellow but small.",05-large_yellow,Does the mustard bottle look yellow and large?,no,n278453.jpg
201936017,201936017,The picture frame sits on the shelf.,"15-picture frame_sitting on,o",What item of furniture does the picture frame sit on?,shelf,n500209.jpg
20741135,20741135,"No, the chair is in the bottom of the image.",06-chair_top,Is the wood chair in the top of the image?,no,n23762.jpg
201832359,201832359,The lamp is on the right of the image.,10q-lamp_hposition,Which side of the image is the white lamp on?,right,n432591.jpg
201621801,201621801,"Yes, the speaker is silver and high.",05-high_silver,Does the speaker to the right of the couch look silver and high?,yes,n275148.jpg
201983665,201983665,"Yes, there is a man to the left of the papers.",13-papers_man,Are there any men to the left of the papers that are to the left of the bag?,yes,n16378.jpg
202262907,202262907,The truck is red.,10q-truck_color,Of what color is the truck?,red,n538039.jpg
20118038,20118038,The animal is an elephant.,"15-field_on,s",What is the name of the animal that is on the field?,elephant,n494677.jpg
20567759,20567759,"No, the beach is sandy but narrow.",05-sandy_wide,Does the dry beach look wide and sandy?,no,n414992.jpg
201621809,201621809,The device is a speaker.,"15-couch_behind,s",Which kind of device is behind the couch?,speaker,n275148.jpg
201621808,201621808,The device is a speaker.,"15-couch_behind,s",How is the device behind the couch that looks black called?,speaker,n275148.jpg
201883210,201883210,The piece of furniture is a bed.,"15-phone_to the right of,s",What kind of furniture is to the right of the phone?,bed,n125122.jpg
